YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE_NAME,ORIGIN_AIRPORT_NAME,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,is_cancelled,is_delayed
2015,3,23,1,EV,5066,ATL,DHN,1728,-4.0,170,1726,-17.0,0,0,,,,,,,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,1,11,7,US,1999,ORD,CLT,1215,1.0,599,1512,-16.0,0,0,,,,,,,US Airways Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,2,27,5,WN,3031,OAK,SEA,1900,11.0,671,2100,6.0,0,0,,,,,,,Southwest Airlines Co.,Oakland International Airport,Oakland,CA,37.72129,-122.22072,False,False
2015,3,21,6,AA,2249,DFW,IAH,930,13.0,224,1035,9.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,3,20,5,DL,158,DTW,BOS,1400,-4.0,632,1550,-11.0,0,0,,,,,,,Delta Air Lines Inc.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,1,21,3,MQ,3348,ABI,DFW,1554,8.0,158,1645,7.0,0,0,,,,,,,American Eagle Airlines Inc.,Abilene Regional Airport,Abilene,TX,32.41132,-99.6819,False,False
2015,3,18,3,AA,1238,ORD,FLL,545,-2.0,1182,942,-9.0,0,0,,,,,,,American Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,3,5,4,B6,2680,EWR,BOS,2100,471.0,200,2211,449.0,0,0,,0.0,0.0,0.0,449.0,0.0,JetBlue Airways,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,False,True
2015,3,3,2,OO,4607,LAX,SJC,1230,17.0,308,1355,4.0,0,0,,,,,,,Skywest Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,False,False
2015,2,4,3,AA,1670,BOS,ORD,1758,10.0,867,2000,22.0,0,0,,12.0,0.0,0.0,10.0,0.0,American Airlines Inc.,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,False,True
2015,2,26,4,WN,467,TPA,IND,2020,65.0,837,2240,49.0,0,0,,0.0,0.0,0.0,49.0,0.0,Southwest Airlines Co.,Tampa International Airport,Tampa,FL,27.97547,-82.53325,False,True
2015,3,13,5,US,1728,MCO,PHL,1200,-3.0,861,1420,-10.0,0,0,,,,,,,US Airways Inc.,Orlando International Airport,Orlando,FL,28.42889,-81.31603,False,False
2015,3,20,5,AA,23,SFO,DFW,1053,-3.0,1464,1615,22.0,0,0,,22.0,0.0,0.0,0.0,0.0,American Airlines Inc.,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,True
2015,3,22,7,US,1749,MCO,CLT,1920,-6.0,468,2101,-9.0,0,0,,,,,,,US Airways Inc.,Orlando International Airport,Orlando,FL,28.42889,-81.31603,False,False
2015,2,7,6,US,607,LAS,PHL,2235,-6.0,2176,603,-1.0,0,0,,,,,,,US Airways Inc.,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,False,False
2015,2,25,3,EV,5679,ORD,HPN,1820,44.0,738,2125,48.0,0,0,,4.0,0.0,44.0,0.0,0.0,Atlantic Southeast Airlines,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,True
2015,3,22,7,WN,730,ATL,BWI,2035,21.0,577,2220,3.0,0,0,,,,,,,Southwest Airlines Co.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,3,25,3,WN,1703,DTW,MDW,615,4.0,228,625,-1.0,0,0,,,,,,,Southwest Airlines Co.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,2,22,7,EV,5745,IAD,BDL,822,108.0,326,942,124.0,0,0,,16.0,0.0,0.0,0.0,108.0,Atlantic Southeast Airlines,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,False,True
2015,1,22,4,OO,6200,ORD,SAT,1204,12.0,1041,1509,35.0,0,0,,23.0,0.0,12.0,0.0,0.0,Skywest Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,True
2015,1,4,7,OO,7381,COD,SLC,1252,33.0,298,1407,43.0,0,0,,10.0,0.0,21.0,12.0,0.0,Skywest Airlines Inc.,Yellowstone Regional Airport,Cody,WY,44.52019,-109.0238,False,True
2015,2,21,6,EV,5429,ATL,MLU,1929,15.0,448,2007,23.0,0,0,,8.0,0.0,0.0,15.0,0.0,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,True
2015,3,5,4,DL,142,ANC,SEA,600,-4.0,1448,1030,-17.0,0,0,,,,,,,Delta Air Lines Inc.,Ted Stevens Anchorage International Airport,Anchorage,AK,61.17432,-149.99619,False,False
2015,3,20,5,DL,2078,SAN,SLC,1628,-7.0,626,1920,-6.0,0,0,,,,,,,Delta Air Lines Inc.,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,False,False
2015,1,22,4,B6,1184,MCO,JFK,600,-6.0,944,825,-14.0,0,0,,,,,,,JetBlue Airways,Orlando International Airport,Orlando,FL,28.42889,-81.31603,False,False
2015,3,14,6,AA,1261,DFW,TUS,1050,-3.0,813,1117,-16.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,1,21,3,DL,686,AUS,ATL,1835,-2.0,813,2137,10.0,0,0,,,,,,,Delta Air Lines Inc.,Austin-Bergstrom International Airport,Austin,TX,30.19453,-97.66987,False,False
2015,3,16,1,OO,5213,ASE,ORD,842,1.0,1013,1228,-6.0,0,0,,,,,,,Skywest Airlines Inc.,Aspen-Pitkin County Airport,Aspen,CO,39.22316,-106.86885,False,False
2015,2,28,6,WN,2838,JAX,BWI,1750,-1.0,663,1940,-8.0,0,0,,,,,,,Southwest Airlines Co.,Jacksonville International Airport,Jacksonville,FL,30.49406,-81.68786,False,False
2015,1,6,2,UA,1498,DEN,IAH,1941,12.0,862,2259,-4.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,39.85841,-104.667,False,False
2015,3,28,6,MQ,3032,DFW,GGG,1640,8.0,140,1727,14.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,2,21,6,AS,885,SJC,OGG,840,-5.0,2355,1225,-27.0,0,0,,,,,,,Alaska Airlines Inc.,Norman Y. Mineta San José International Airport,San Jose,CA,37.36186,-121.92901,False,False
2015,3,3,2,AA,1205,EWR,MIA,550,-6.0,1085,857,-29.0,0,0,,,,,,,American Airlines Inc.,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,False,False
2015,1,3,6,UA,1593,EWR,MCO,1510,149.0,937,1759,166.0,0,0,,17.0,0.0,149.0,0.0,0.0,United Air Lines Inc.,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,False,True
2015,1,15,4,WN,1338,MCO,BWI,1310,1.0,787,1515,-8.0,0,0,,,,,,,Southwest Airlines Co.,Orlando International Airport,Orlando,FL,28.42889,-81.31603,False,False
2015,2,14,6,UA,1725,PDX,SFO,630,5.0,550,824,-13.0,0,0,,,,,,,United Air Lines Inc.,Portland International Airport,Portland,OR,45.58872,-122.5975,False,False
2015,1,2,5,EV,4188,EWR,RIC,1910,-6.0,277,2036,-9.0,0,0,,,,,,,Atlantic Southeast Airlines,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,False,False
2015,2,6,5,HA,117,KOA,HNL,843,-5.0,163,926,5.0,0,0,,,,,,,Hawaiian Airlines Inc.,Kona International Airport at Keahole,Kailua/Kona,HI,19.73877,-156.04563,False,False
2015,1,17,6,DL,1493,DTW,ORD,1525,-1.0,235,1559,-22.0,0,0,,,,,,,Delta Air Lines Inc.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,1,7,3,WN,668,PVD,MDW,1605,42.0,842,1755,20.0,0,0,,0.0,0.0,1.0,19.0,0.0,Southwest Airlines Co.,Theodore Francis Green State Airport,Providence,RI,41.724,-71.42822,False,True
2015,3,23,1,WN,380,MCO,MSY,710,-5.0,551,805,-17.0,0,0,,,,,,,Southwest Airlines Co.,Orlando International Airport,Orlando,FL,28.42889,-81.31603,False,False
2015,2,12,4,US,1950,FLL,PHL,1150,-8.0,992,1435,-32.0,0,0,,,,,,,US Airways Inc.,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,26.07258,-80.15275,False,False
2015,3,22,7,MQ,2903,BTR,DFW,1150,10.0,383,1320,7.0,0,0,,,,,,,American Eagle Airlines Inc.,Baton Rouge Metropolitan Airport,Baton Rouge,LA,30.53316,-91.14963,False,False
2015,2,3,2,AA,146,MIA,BOS,2100,9.0,1258,2,48.0,0,0,,48.0,0.0,0.0,0.0,0.0,American Airlines Inc.,Miami International Airport,Miami,FL,25.79325,-80.29056,False,True
2015,2,2,1,AA,959,DFW,DEN,1435,-8.0,641,1539,-15.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,1,23,5,WN,973,IND,LAS,800,-4.0,1590,925,-19.0,0,0,,,,,,,Southwest Airlines Co.,Indianapolis International Airport,Indianapolis,IN,39.71733,-86.29438,False,False
2015,3,14,6,B6,583,JFK,MCO,600,-10.0,944,845,-18.0,0,0,,,,,,,JetBlue Airways,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,False,False
2015,2,21,6,EV,4362,MSP,IAH,1403,-3.0,1034,1705,-11.0,0,0,,,,,,,Atlantic Southeast Airlines,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,False,False
2015,3,18,3,US,1862,CLT,ORD,1145,55.0,599,1300,38.0,0,0,,0.0,0.0,0.0,38.0,0.0,US Airways Inc.,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,False,True
2015,3,7,6,OO,6490,SFO,PSP,1357,-5.0,421,1526,1.0,0,0,,,,,,,Skywest Airlines Inc.,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,False
2015,3,24,2,OO,5563,BOI,DEN,1713,2.0,649,1907,-6.0,0,0,,,,,,,Skywest Airlines Inc.,Boise Airport (Boise Air Terminal),Boise,ID,43.56444,-116.22278,False,False
2015,2,20,5,B6,888,SFO,LAS,925,-3.0,414,1101,-10.0,0,0,,,,,,,JetBlue Airways,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,False
2015,1,20,2,AA,1433,SAT,DFW,534,-10.0,247,640,-16.0,0,0,,,,,,,American Airlines Inc.,San Antonio International Airport,San Antonio,TX,29.53369,-98.46978,False,False
2015,1,5,1,AA,2362,DFW,OMA,2115,1.0,583,2255,11.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,3,24,2,OO,2849,ELP,LAX,1210,-7.0,715,1325,-14.0,0,0,,,,,,,Skywest Airlines Inc.,El Paso International Airport,El Paso,TX,31.80667,-106.37781,False,False
2015,1,24,6,WN,3607,SJC,SAN,1310,-6.0,417,1425,-11.0,0,0,,,,,,,Southwest Airlines Co.,Norman Y. Mineta San José International Airport,San Jose,CA,37.36186,-121.92901,False,False
2015,2,4,3,AA,110,SNA,ORD,807,-2.0,1726,1400,17.0,0,0,,17.0,0.0,0.0,0.0,0.0,American Airlines Inc.,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,False,True
2015,3,26,4,B6,123,JFK,LAX,800,-1.0,2475,1123,-16.0,0,0,,,,,,,JetBlue Airways,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,False,False
2015,1,9,5,WN,4363,SJU,MCO,1420,40.0,1189,1635,20.0,0,0,,0.0,0.0,0.0,20.0,0.0,Southwest Airlines Co.,Luis Muñoz Marín International Airport,San Juan,PR,18.43942,-66.00183,False,True
2015,1,23,5,EV,4329,EWR,CLE,2140,-1.0,404,2313,-9.0,0,0,,,,,,,Atlantic Southeast Airlines,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,False,False
2015,1,16,5,DL,1973,MSP,FAR,1725,58.0,223,1836,49.0,0,0,,0.0,0.0,49.0,0.0,0.0,Delta Air Lines Inc.,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,False,True
2015,1,10,6,EV,5355,ATL,XNA,1328,-2.0,589,1428,-8.0,0,0,,,,,,,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,3,12,4,DL,2433,MSY,ATL,1015,-4.0,425,1241,-3.0,0,0,,,,,,,Delta Air Lines Inc.,Louis Armstrong New Orleans International Airport,New Orleans,LA,29.99339,-90.25803,False,False
2015,2,24,2,OO,2694,PSP,PHX,1415,-5.0,261,1623,0.0,0,0,,,,,,,Skywest Airlines Inc.,Palm Springs International Airport,Palm Springs,CA,33.82922,-116.50625,False,False
2015,1,25,7,AA,369,DFW,SAN,1130,-2.0,1171,1236,-12.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,2,28,6,EV,4722,BUF,IAD,1940,-13.0,283,2054,-18.0,0,0,,,,,,,Atlantic Southeast Airlines,Buffalo Niagara International Airport,Buffalo,NY,42.94052,-78.73217,False,False
2015,1,8,4,AA,2229,MKE,DFW,1058,11.0,853,1355,-2.0,0,0,,,,,,,American Airlines Inc.,General Mitchell International Airport,Milwaukee,WI,42.94722,-87.89658,False,False
2015,3,14,6,EV,4889,BHM,DTW,1105,-4.0,625,1409,-22.0,0,0,,,,,,,Atlantic Southeast Airlines,Birmingham-Shuttlesworth International Airport,Birmingham,AL,33.56294,-86.75355,False,False
2015,2,23,1,EV,4748,DCA,EWR,2121,-10.0,199,2229,-12.0,0,0,,,,,,,Atlantic Southeast Airlines,Ronald Reagan Washington National Airport,Arlington,VA,38.85208,-77.03772,False,False
2015,3,8,7,NK,630,DEN,ORD,1341,0.0,888,1711,30.0,0,0,,30.0,0.0,0.0,0.0,0.0,Spirit Air Lines,Denver International Airport,Denver,CO,39.85841,-104.667,False,True
2015,2,16,1,OO,4478,ORD,SLC,750,-2.0,1250,1029,-10.0,0,0,,,,,,,Skywest Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,3,29,7,F9,1329,TPA,ORD,2030,12.0,1012,2220,7.0,0,0,,,,,,,Frontier Airlines Inc.,Tampa International Airport,Tampa,FL,27.97547,-82.53325,False,False
2015,2,22,7,WN,3768,SAN,SFO,1325,-4.0,447,1500,-7.0,0,0,,,,,,,Southwest Airlines Co.,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,False,False
2015,1,3,6,US,632,PHX,JFK,2235,-2.0,2153,504,3.0,0,0,,,,,,,US Airways Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,False,False
2015,2,12,4,US,2065,CLT,IAH,1120,-4.0,912,1309,-9.0,0,0,,,,,,,US Airways Inc.,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,False,False
2015,1,3,6,WN,1319,STL,DTW,845,17.0,440,1115,5.0,0,0,,,,,,,Southwest Airlines Co.,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,False,False
2015,2,28,6,UA,389,SFO,OGG,1640,-2.0,2338,2015,-15.0,0,0,,,,,,,United Air Lines Inc.,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,False
2015,2,2,1,US,1768,DTW,CLT,1705,21.0,500,1849,19.0,0,0,,0.0,0.0,0.0,0.0,19.0,US Airways Inc.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,True
2015,2,7,6,AS,84,ANC,SEA,1615,-7.0,1448,2040,-20.0,0,0,,,,,,,Alaska Airlines Inc.,Ted Stevens Anchorage International Airport,Anchorage,AK,61.17432,-149.99619,False,False
2015,1,14,3,VX,352,SFO,BOS,930,4.0,2704,1805,19.0,0,0,,0.0,0.0,15.0,4.0,0.0,Virgin America,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,True
2015,3,25,3,UA,1283,EWR,RSW,1325,16.0,1068,1642,-7.0,0,0,,,,,,,United Air Lines Inc.,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,False,False
2015,2,20,5,US,1862,ATL,CLT,850,1.0,226,1008,-9.0,0,0,,,,,,,US Airways Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,3,12,4,MQ,3688,DFW,MGM,900,-4.0,622,1039,5.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,1,29,4,UA,764,IAD,BOS,835,-5.0,413,1008,-9.0,0,0,,,,,,,United Air Lines Inc.,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,False,False
2015,3,14,6,AA,252,DFW,DCA,1335,-5.0,1192,1716,-12.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,1,20,2,UA,469,DEN,EWR,1106,5.0,1605,1642,-4.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,39.85841,-104.667,False,False
2015,3,10,2,US,1980,CLT,BOS,755,-6.0,728,1005,-14.0,0,0,,,,,,,US Airways Inc.,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,False,False
2015,3,28,6,WN,2298,ELP,AUS,1555,0.0,528,1820,3.0,0,0,,,,,,,Southwest Airlines Co.,El Paso International Airport,El Paso,TX,31.80667,-106.37781,False,False
2015,3,30,1,MQ,2988,DFW,GRR,1825,29.0,931,2148,22.0,0,0,,0.0,0.0,21.0,1.0,0.0,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,True
2015,3,5,4,DL,2283,DTW,ATL,600,1.0,594,809,-5.0,0,0,,,,,,,Delta Air Lines Inc.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,1,3,6,AA,1095,ONT,DFW,1450,33.0,1188,1945,33.0,0,0,,0.0,0.0,0.0,33.0,0.0,American Airlines Inc.,Ontario International Airport,Ontario,CA,34.056,-117.60119,False,True
2015,3,21,6,DL,1730,ATL,CHS,935,-1.0,259,1044,-7.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,3,14,6,B6,305,EWR,FLL,1610,17.0,1065,1919,11.0,0,0,,,,,,,JetBlue Airways,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,False,False
2015,1,7,3,MQ,3278,DFW,BTR,745,-7.0,383,904,-7.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,3,25,3,WN,305,SEA,PHX,2110,28.0,1107,2355,14.0,0,0,,,,,,,Southwest Airlines Co.,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,False,False
2015,2,22,7,DL,2171,SDF,ATL,730,0.0,321,902,-1.0,0,0,,,,,,,Delta Air Lines Inc.,Louisville International Airport (Standiford Field),Louisville,KY,38.17439,-85.736,False,False
2015,2,6,5,WN,317,DTW,BWI,1445,-9.0,409,1620,-28.0,0,0,,,,,,,Southwest Airlines Co.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,1,15,4,EV,5145,LGA,RIC,1530,-7.0,292,1708,3.0,0,0,,,,,,,Atlantic Southeast Airlines,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,False,False
2015,3,10,2,UA,1156,DEN,RSW,757,14.0,1607,1334,8.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,39.85841,-104.667,False,False
2015,3,5,4,DL,1765,ATL,RSW,1220,-2.0,515,1402,-6.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,1,11,7,AA,1415,DFW,PIT,920,-4.0,1067,1251,-1.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,2,3,2,VX,810,SFO,PDX,2045,-4.0,550,2225,-2.0,0,0,,,,,,,Virgin America,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,False
2015,1,20,2,WN,1931,LAS,BWI,815,-5.0,2106,1540,-17.0,0,0,,,,,,,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,False,False
2015,3,6,5,UA,404,LAX,EWR,1708,10.0,2454,122,8.0,0,0,,,,,,,United Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,False,False
2015,2,20,5,EV,4200,CLE,LGA,1537,11.0,419,1719,1.0,0,0,,,,,,,Atlantic Southeast Airlines,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,False,False
2015,1,8,4,OO,2692,GJT,PHX,1215,-7.0,438,1348,-4.0,0,0,,,,,,,Skywest Airlines Inc.,Grand Junction Regional Airport (Walker Field),Grand Junction,CO,39.12241,-108.52673,False,False
2015,3,6,5,WN,1615,PBI,BWI,1905,12.0,883,2125,2.0,0,0,,,,,,,Southwest Airlines Co.,Palm Beach International Airport,West Palm Beach,FL,26.68316,-80.09559,False,False
2015,1,13,2,US,765,DTW,CLT,1525,-5.0,500,1715,2.0,0,0,,,,,,,US Airways Inc.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,3,20,5,WN,3569,MCO,SJU,1105,5.0,1189,1350,-4.0,0,0,,,,,,,Southwest Airlines Co.,Orlando International Airport,Orlando,FL,28.42889,-81.31603,False,False
2015,1,11,7,US,2151,BOS,LGA,1400,-4.0,184,1520,-10.0,0,0,,,,,,,US Airways Inc.,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,False,False
2015,3,30,1,US,1767,RSW,DCA,1350,-4.0,892,1609,-15.0,0,0,,,,,,,US Airways Inc.,Southwest Florida International Airport,Ft. Myers,FL,26.53617,-81.75517,False,False
2015,3,31,2,WN,1250,OAK,LAX,1150,0.0,337,1305,3.0,0,0,,,,,,,Southwest Airlines Co.,Oakland International Airport,Oakland,CA,37.72129,-122.22072,False,False
2015,2,27,5,DL,928,DEN,LGA,800,0.0,1620,1351,-4.0,0,0,,,,,,,Delta Air Lines Inc.,Denver International Airport,Denver,CO,39.85841,-104.667,False,False
2015,1,18,7,EV,4999,MOB,ATL,1322,-5.0,302,1529,-10.0,0,0,,,,,,,Atlantic Southeast Airlines,Mobile Regional Airport,Mobile,AL,30.69142,-88.24283,False,False
2015,3,12,4,WN,2409,MDW,OAK,1915,9.0,1844,2200,-4.0,0,0,,,,,,,Southwest Airlines Co.,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,False,False
2015,1,2,5,MQ,2935,LGA,STL,1700,-10.0,888,1853,-7.0,0,0,,,,,,,American Eagle Airlines Inc.,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,False,False
2015,1,22,4,US,602,PHX,LAS,850,-6.0,255,903,3.0,0,0,,,,,,,US Airways Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,False,False
2015,2,2,1,WN,1156,PIT,ATL,540,-2.0,526,750,-30.0,0,0,,,,,,,Southwest Airlines Co.,Pittsburgh International Airport,Pittsburgh,PA,40.49147,-80.23287,False,False
2015,3,29,7,B6,748,LAS,JFK,1336,-4.0,2248,2140,-11.0,0,0,,,,,,,JetBlue Airways,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,False,False
2015,1,28,3,EV,2531,DFW,GRK,1745,21.0,134,1830,15.0,0,0,,0.0,0.0,6.0,9.0,0.0,Atlantic Southeast Airlines,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,True
2015,2,21,6,EV,4717,IAH,CMH,1033,40.0,986,1407,24.0,0,0,,0.0,0.0,0.0,24.0,0.0,Atlantic Southeast Airlines,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,False,True
2015,2,19,4,UA,1517,IAH,LAX,1706,3.0,1379,1853,-2.0,0,0,,,,,,,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,False,False
2015,3,9,1,EV,4942,ATL,MLU,1007,23.0,448,1043,23.0,0,0,,0.0,0.0,23.0,0.0,0.0,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,True
2015,1,10,6,AA,2426,LAX,DFW,726,-7.0,1235,1225,-9.0,0,0,,,,,,,American Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,False,False
2015,2,18,3,WN,4541,DEN,LAX,1645,0.0,862,1825,-24.0,0,0,,,,,,,Southwest Airlines Co.,Denver International Airport,Denver,CO,39.85841,-104.667,False,False
2015,3,20,5,WN,109,LAS,TUS,850,0.0,365,1005,-3.0,0,0,,,,,,,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,False,False
2015,1,2,5,OO,4749,ONT,SLC,1636,2.0,558,1925,2.0,0,0,,,,,,,Skywest Airlines Inc.,Ontario International Airport,Ontario,CA,34.056,-117.60119,False,False
2015,3,4,3,AA,1565,MIA,DFW,1955,-6.0,1121,2212,-17.0,0,0,,,,,,,American Airlines Inc.,Miami International Airport,Miami,FL,25.79325,-80.29056,False,False
2015,1,15,4,OO,7368,ESC,DTW,534,-10.0,306,655,-21.0,0,0,,,,,,,Skywest Airlines Inc.,Delta County Airport,Escanaba,MI,45.72267,-87.09373,False,False
2015,3,5,4,UA,268,IAH,ORD,1029,19.0,925,1307,5.0,0,0,,,,,,,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,False,False
2015,1,20,2,DL,1129,PBI,ATL,700,-6.0,545,853,-19.0,0,0,,,,,,,Delta Air Lines Inc.,Palm Beach International Airport,West Palm Beach,FL,26.68316,-80.09559,False,False
2015,3,28,6,EV,6125,ORD,SBN,1530,-9.0,84,1718,-11.0,0,0,,,,,,,Atlantic Southeast Airlines,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,3,26,4,WN,778,ATL,BDL,2025,21.0,859,2245,11.0,0,0,,,,,,,Southwest Airlines Co.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,2,2,1,DL,1529,GSP,ATL,830,10.0,153,936,5.0,0,0,,,,,,,Delta Air Lines Inc.,Greenville-Spartanburg International Airport,Greer,SC,34.89567,-82.21886,False,False
